Record #:  1
Notes :
gain 6 zorye running

12/11/20259:37:55 pm
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
82.459831E-3	4.964781E-3	11.716795E-3	-337.767363E-3	-400.000000E-3	235.528135E-3	118.516207E-3	-400.000000E-3
82.461071E-3	4.947281E-3	11.701107E-3	-337.790585E-3	-400.000000E-3	235.504961E-3	118.494320E-3	-400.000000E-3
82.463074E-3	4.924536E-3	11.704874E-3	-337.787676E-3	-400.000000E-3	235.502529E-3	118.489170E-3	-400.000000E-3
82.465315E-3	4.913044E-3	11.715317E-3	-337.788677E-3	-400.000000E-3	235.496187E-3	118.476868E-3	-400.000000E-3
82.467413E-3	4.913282E-3	11.722851E-3	-337.796259E-3	-400.000000E-3	235.480738E-3	118.462276E-3	-400.000000E-3
82.468843E-3	4.915428E-3	11.730242E-3	-337.808418E-3	-400.000000E-3	235.469246E-3	118.444490E-3	-400.000000E-3
82.470274E-3	4.907274E-3	11.723089E-3	-337.822533E-3	-400.000000E-3	235.452032E-3	118.421841E-3	-400.000000E-3
82.469893E-3	4.901552E-3	11.718464E-3	-337.819195E-3	-400.000000E-3	235.457611E-3	118.425751E-3	-400.000000E-3
82.471800E-3	4.905272E-3	11.713791E-3	-337.825012E-3	-400.000000E-3	235.447454E-3	118.419456E-3	-400.000000E-3
82.471180E-3	4.903841E-3	11.712408E-3	-337.834978E-3	-400.000000E-3	235.432816E-3	118.410635E-3	-400.000000E-3
82.472515E-3	4.903507E-3	11.724043E-3	-337.825203E-3	-400.000000E-3	235.438156E-3	118.423033E-3	-400.000000E-3
82.473612E-3	4.904747E-3	11.731291E-3	-337.821627E-3	-400.000000E-3	235.439730E-3	118.424511E-3	-400.000000E-3
82.474995E-3	4.912901E-3	11.727715E-3	-337.839794E-3	-400.000000E-3	235.420609E-3	118.396759E-3	-400.000000E-3
82.474279E-3	4.918623E-3	11.723089E-3	-337.842321E-3	-400.000000E-3	235.410595E-3	118.382359E-3	-400.000000E-3
82.471991E-3	4.918385E-3	11.716652E-3	-337.833261E-3	-400.000000E-3	235.411406E-3	118.384647E-3	-400.000000E-3
82.471275E-3	4.916716E-3	11.729908E-3	-337.811279E-3	-400.000000E-3	235.425663E-3	118.395138E-3	-400.000000E-3
82.471800E-3	4.912043E-3	11.730671E-3	-337.797737E-3	-400.000000E-3	235.430670E-3	118.392754E-3	-400.000000E-3
82.469130E-3	4.913759E-3	11.727571E-3	-337.814236E-3	-400.000000E-3	235.403872E-3	118.367147E-3	-400.000000E-3
82.461166E-3	4.914951E-3	11.726284E-3	-337.822771E-3	-400.000000E-3	235.390806E-3	118.358231E-3	-400.000000E-3
82.479525E-3	4.922056E-3	11.738253E-3	-337.702370E-3	-400.000000E-3	235.513592E-3	118.483448E-3	-400.000000E-3
82.663965E-3	4.929924E-3	11.754847E-3	-337.611771E-3	-400.000000E-3	235.608101E-3	118.581104E-3	-400.000000E-3
82.804108E-3	4.928684E-3	11.770868E-3	-337.609291E-3	-400.000000E-3	235.611868E-3	118.585396E-3	-400.000000E-3
82.854462E-3	4.923964E-3	11.779213E-3	-337.594080E-3	-400.000000E-3	235.632324E-3	118.603373E-3	-400.000000E-3
82.867050E-3	4.917765E-3	11.786699E-3	-337.612724E-3	-400.000000E-3	235.622311E-3	118.592644E-3	-400.000000E-3
82.858706E-3	4.932070E-3	11.798429E-3	-337.643337E-3	-400.000000E-3	235.598803E-3	118.566942E-3	-400.000000E-3
82.846689E-3	4.929972E-3	11.787367E-3	-337.669182E-3	-400.000000E-3	235.577726E-3	118.544388E-3	-400.000000E-3
82.837152E-3	4.926491E-3	11.791897E-3	-337.661505E-3	-400.000000E-3	235.585403E-3	118.545198E-3	-400.000000E-3
82.825947E-3	4.930687E-3	11.794186E-3	-337.650633E-3	-400.000000E-3	235.595989E-3	118.552160E-3	-400.000000E-3
82.814026E-3	4.948568E-3	11.803579E-3	-337.634182E-3	-400.000000E-3	235.609055E-3	118.569803E-3	-400.000000E-3
82.804585E-3	4.952526E-3	11.821604E-3	-337.613630E-3	-400.000000E-3	235.627794E-3	118.596315E-3	-400.000000E-3
82.791519E-3	4.965210E-3	11.836243E-3	-337.585449E-3	-400.000000E-3	235.651159E-3	118.625498E-3	-400.000000E-3
82.780504E-3	4.964876E-3	11.848164E-3	-337.576532E-3	-400.000000E-3	235.656500E-3	118.628883E-3	-400.000000E-3
82.772636E-3	4.990721E-3	11.866999E-3	-337.576199E-3	-400.000000E-3	235.654545E-3	118.632793E-3	-400.000000E-3
82.764769E-3	4.995203E-3	11.880636E-3	-337.561941E-3	-400.000000E-3	235.665274E-3	118.653297E-3	-400.000000E-3
82.761908E-3	4.984760E-3	11.894131E-3	-337.577438E-3	-400.000000E-3	235.645342E-3	118.638659E-3	-400.000000E-3
82.761002E-3	4.996538E-3	11.915636E-3	-337.578583E-3	-400.000000E-3	235.639334E-3	118.635273E-3	-400.000000E-3
82.760143E-3	5.014515E-3	11.923313E-3	-337.602091E-3	-400.000000E-3	235.607290E-3	118.602467E-3	-400.000000E-3
82.758045E-3	5.015755E-3	11.923885E-3	-337.636805E-3	-400.000000E-3	235.565662E-3	118.559313E-3	-400.000000E-3
82.756615E-3	5.021763E-3	11.932135E-3	-337.616396E-3	-400.000000E-3	235.581923E-3	118.574810E-3	-400.000000E-3
82.755184E-3	5.045366E-3	11.956024E-3	-337.608004E-3	-400.000000E-3	235.580111E-3	118.571281E-3	-400.000000E-3
82.751799E-3	5.046177E-3	11.962080E-3	-337.599707E-3	-400.000000E-3	235.577440E-3	118.570566E-3	-400.000000E-3
82.751656E-3	5.039978E-3	11.965227E-3	-337.545872E-3	-400.000000E-3	235.620070E-3	118.613625E-3	-400.000000E-3
82.749414E-3	5.055618E-3	11.994648E-3	-337.509966E-3	-400.000000E-3	235.644960E-3	118.641329E-3	-400.000000E-3
82.748365E-3	5.074835E-3	12.016296E-3	-337.511587E-3	-400.000000E-3	235.638857E-3	118.636656E-3	-400.000000E-3
82.750607E-3	5.087805E-3	12.024784E-3	-337.503719E-3	-400.000000E-3	235.642862E-3	118.643522E-3	-400.000000E-3
82.752991E-3	5.097580E-3	12.030983E-3	-337.492895E-3	-400.000000E-3	235.647249E-3	118.647766E-3	-400.000000E-3
82.751751E-3	5.122328E-3	12.054491E-3	-337.486506E-3	-400.000000E-3	235.646439E-3	118.646097E-3	-400.000000E-3
82.749414E-3	5.134535E-3	12.087536E-3	-337.490988E-3	-400.000000E-3	235.633659E-3	118.634176E-3	-400.000000E-3
82.746744E-3	5.143929E-3	12.118530E-3	-337.488985E-3	-400.000000E-3	235.619450E-3	118.627119E-3	-400.000000E-3
82.744122E-3	5.157518E-3	12.138510E-3	-337.445068E-3	-400.000000E-3	235.651779E-3	118.661404E-3	-400.000000E-3
82.743454E-3	5.159330E-3	12.157297E-3	-337.406921E-3	-400.000000E-3	235.679197E-3	118.684149E-3	-400.000000E-3
82.745075E-3	5.166197E-3	12.182426E-3	-337.359953E-3	-400.000000E-3	235.713434E-3	118.718624E-3	-400.000000E-3
82.745600E-3	5.181599E-3	12.221766E-3	-337.340212E-3	-400.000000E-3	235.727406E-3	118.737936E-3	-400.000000E-3
82.742500E-3	5.186605E-3	12.259865E-3	-337.332821E-3	-400.000000E-3	235.728693E-3	118.743420E-3	-400.000000E-3
82.740450E-3	5.205107E-3	12.294865E-3	-337.290478E-3	-400.000000E-3	235.764790E-3	118.778753E-3	-400.000000E-3
82.738352E-3	5.210590E-3	12.300825E-3	-337.241793E-3	-400.000000E-3	235.806847E-3	118.821239E-3	-400.000000E-3
82.736444E-3	5.213070E-3	12.312317E-3	-337.221193E-3	-400.000000E-3	235.821724E-3	118.837309E-3	-400.000000E-3
82.735634E-3	5.203438E-3	12.314415E-3	-337.185192E-3	-400.000000E-3	235.844183E-3	118.866110E-3	-400.000000E-3
82.735252E-3	5.214834E-3	12.342072E-3	-337.152052E-3	-400.000000E-3	235.864973E-3	118.894434E-3	-400.000000E-3
82.733107E-3	5.213404E-3	12.387705E-3	-337.115717E-3	-400.000000E-3	235.889864E-3	118.924999E-3	-400.000000E-3
82.732821E-3	5.205297E-3	12.398624E-3	-337.108135E-3	-400.000000E-3	235.887575E-3	118.924952E-3	-400.000000E-3
82.737684E-3	5.216217E-3	12.409353E-3	-337.120485E-3	-400.000000E-3	235.869932E-3	118.907547E-3	-400.000000E-3
82.741880E-3	5.193949E-3	12.401056E-3	-337.128305E-3	-400.000000E-3	235.860634E-3	118.889141E-3	-400.000000E-3
82.744217E-3	5.181026E-3	12.407970E-3	-337.160873E-3	-400.000000E-3	235.827112E-3	118.843365E-3	-400.000000E-3
82.742119E-3	5.195570E-3	12.504721E-3	-337.181902E-3	-400.000000E-3	235.802460E-3	118.813229E-3	-400.000000E-3
82.738781E-3	5.204868E-3	12.556744E-3	-337.166739E-3	-400.000000E-3	235.800886E-3	118.815374E-3	-400.000000E-3
82.737112E-3	5.193281E-3	12.529325E-3	-337.109280E-3	-400.000000E-3	235.840511E-3	118.857193E-3	-400.000000E-3
82.735920E-3	5.183363E-3	12.510586E-3	-337.070179E-3	-400.000000E-3	235.864544E-3	118.884039E-3	-400.000000E-3
82.738590E-3	5.172443E-3	12.511301E-3	-337.034321E-3	-400.000000E-3	235.892153E-3	118.919277E-3	-400.000000E-3
82.738543E-3	5.179882E-3	12.521458E-3	-336.996555E-3	-400.000000E-3	235.922098E-3	118.954086E-3	-400.000000E-3
82.737112E-3	5.168104E-3	12.515259E-3	-337.000942E-3	-400.000000E-3	235.907412E-3	118.939543E-3	-400.000000E-3
82.736540E-3	5.168343E-3	12.532425E-3	-336.977768E-3	-400.000000E-3	235.912514E-3	118.955755E-3	-400.000000E-3
82.735729E-3	5.151987E-3	12.519026E-3	-336.972761E-3	-400.000000E-3	235.908651E-3	118.948793E-3	-400.000000E-3
82.736397E-3	5.143642E-3	12.484932E-3	-336.967611E-3	-400.000000E-3	235.902739E-3	118.941402E-3	-400.000000E-3
82.736540E-3	5.144882E-3	12.473249E-3	-336.985779E-3	-400.000000E-3	235.875559E-3	118.915033E-3	-400.000000E-3
82.735968E-3	5.138922E-3	12.455988E-3	-337.001228E-3	-400.000000E-3	235.853481E-3	118.891621E-3	-400.000000E-3
82.735682E-3	5.121851E-3	12.426758E-3	-336.989689E-3	-400.000000E-3	235.852671E-3	118.891621E-3	-400.000000E-3
82.732248E-3	5.127907E-3	12.425137E-3	-336.960697E-3	-400.000000E-3	235.867548E-3	118.913317E-3	-400.000000E-3
82.733774E-3	5.118036E-3	12.417364E-3	-336.924171E-3	-400.000000E-3	235.896015E-3	118.943977E-3	-400.000000E-3
82.735348E-3	5.105162E-3	12.389755E-3	-336.896467E-3	-400.000000E-3	235.918713E-3	118.968725E-3	-400.000000E-3
82.736206E-3	5.104733E-3	12.399340E-3	-336.858082E-3	-400.000000E-3	235.944557E-3	119.004154E-3	-400.000000E-3
82.734013E-3	5.100298E-3	12.400532E-3	-336.864376E-3	-400.000000E-3	235.924864E-3	118.991041E-3	-400.000000E-3
82.732296E-3	5.094147E-3	12.393236E-3	-336.880636E-3	-400.000000E-3	235.894680E-3	118.966246E-3	-400.000000E-3
82.734299E-3	5.097389E-3	12.357950E-3	-336.904907E-3	-400.000000E-3	235.858011E-3	118.934536E-3	-400.000000E-3
82.734299E-3	5.104828E-3	12.341928E-3	-336.875153E-3	-400.000000E-3	235.876846E-3	118.961000E-3	-400.000000E-3
82.733154E-3	5.082607E-3	12.328911E-3	-336.806822E-3	-400.000000E-3	235.941315E-3	119.027090E-3	-400.000000E-3
82.731295E-3	5.057907E-3	12.318754E-3	-336.767197E-3	-400.000000E-3	235.974455E-3	119.060564E-3	-400.000000E-3
82.728624E-3	5.051804E-3	12.300587E-3	-336.769819E-3	-400.000000E-3	235.964823E-3	119.052601E-3	-400.000000E-3
82.725668E-3	5.048561E-3	12.295818E-3	-336.816454E-3	-400.000000E-3	235.905218E-3	118.994236E-3	-400.000000E-3
82.721329E-3	5.028439E-3	12.285566E-3	-336.843252E-3	-400.000000E-3	235.861683E-3	118.950081E-3	-400.000000E-3
82.718325E-3	5.041313E-3	12.292433E-3	-336.847734E-3	-400.000000E-3	235.853434E-3	118.936491E-3	-400.000000E-3
82.716179E-3	5.060577E-3	12.311506E-3	-336.840391E-3	-400.000000E-3	235.856676E-3	118.938637E-3	-400.000000E-3
82.714605E-3	5.048656E-3	12.292290E-3	-336.811495E-3	-400.000000E-3	235.880899E-3	118.963051E-3	-400.000000E-3
82.715178E-3	5.005550E-3	12.250853E-3	-336.806011E-3	-400.000000E-3	235.882187E-3	118.965292E-3	-400.000000E-3
82.715464E-3	5.001688E-3	12.238789E-3	-336.821413E-3	-400.000000E-3	235.854864E-3	118.942451E-3	-400.000000E-3
82.717228E-3	4.985857E-3	12.232256E-3	-336.813784E-3	-400.000000E-3	235.852003E-3	118.939209E-3	-400.000000E-3
82.718754E-3	5.005169E-3	12.240314E-3	-336.750317E-3	-400.000000E-3	235.904646E-3	118.992376E-3	-400.000000E-3
82.716799E-3	5.013847E-3	12.234020E-3	-336.702585E-3	-400.000000E-3	235.944223E-3	119.025517E-3	-400.000000E-3
82.715178E-3	5.015135E-3	12.235546E-3	-336.676550E-3	-400.000000E-3	235.955191E-3	119.033289E-3	-400.000000E-3
82.716608E-3	4.989815E-3	12.232542E-3	-336.641312E-3	-400.000000E-3	235.984755E-3	119.058514E-3	-400.000000E-3
82.717896E-3	5.005455E-3	12.237501E-3	-336.635542E-3	-400.000000E-3	235.992241E-3	119.061947E-3	-400.000000E-3
82.716274E-3	5.010891E-3	12.244940E-3	-336.644888E-3	-400.000000E-3	235.978699E-3	119.048738E-3	-400.000000E-3
82.713413E-3	4.984522E-3	12.222433E-3	-336.662245E-3	-400.000000E-3	235.952282E-3	119.023943E-3	-400.000000E-3
82.714605E-3	4.980469E-3	12.228298E-3	-336.663008E-3	-400.000000E-3	235.941219E-3	119.017506E-3	-400.000000E-3
82.714224E-3	4.980421E-3	12.235594E-3	-336.657715E-3	-400.000000E-3	235.930061E-3	119.012260E-3	-400.000000E-3
82.711983E-3	4.975271E-3	12.238312E-3	-336.668921E-3	-400.000000E-3	235.912371E-3	118.997622E-3	-400.000000E-3
82.709742E-3	4.983091E-3	12.243938E-3	-336.683750E-3	-400.000000E-3	235.892153E-3	118.980455E-3	-400.000000E-3
82.707453E-3	4.984808E-3	12.267351E-3	-336.681938E-3	-400.000000E-3	235.883522E-3	118.976259E-3	-400.000000E-3
82.704735E-3	4.979086E-3	12.273264E-3	-336.698294E-3	-400.000000E-3	235.855627E-3	118.948793E-3	-400.000000E-3
82.700539E-3	4.963398E-3	12.267494E-3	-336.674881E-3	-400.000000E-3	235.866594E-3	118.963194E-3	-400.000000E-3
82.698202E-3	4.992723E-3	12.257051E-3	-336.634207E-3	-400.000000E-3	235.900068E-3	118.999577E-3	-400.000000E-3
82.696724E-3	4.989290E-3	12.256527E-3	-336.647797E-3	-400.000000E-3	235.883427E-3	118.983698E-3	-400.000000E-3
82.695293E-3	4.980135E-3	12.278461E-3	-336.632156E-3	-400.000000E-3	235.891151E-3	118.991661E-3	-400.000000E-3
82.693148E-3	4.979515E-3	12.315130E-3	-336.579180E-3	-400.000000E-3	235.935163E-3	119.034386E-3	-400.000000E-3
82.690907E-3	4.990339E-3	12.335682E-3	-336.542225E-3	-400.000000E-3	235.959578E-3	119.060421E-3	-400.000000E-3
82.692528E-3	4.958105E-3	12.296677E-3	-336.521006E-3	-400.000000E-3	235.969257E-3	119.070911E-3	-400.000000E-3
82.692814E-3	4.948902E-3	12.278080E-3	-336.483860E-3	-400.000000E-3	235.999155E-3	119.094992E-3	-400.000000E-3
82.690907E-3	4.963636E-3	12.290430E-3	-336.421824E-3	-400.000000E-3	236.056519E-3	119.150209E-3	-400.000000E-3
82.686663E-3	4.972982E-3	12.319994E-3	-336.412859E-3	-400.000000E-3	236.055899E-3	119.155550E-3	-400.000000E-3
82.684565E-3	4.941845E-3	12.316990E-3	-336.411667E-3	-400.000000E-3	236.050224E-3	119.151258E-3	-400.000000E-3
82.684898E-3	4.900265E-3	12.333965E-3	-336.375093E-3	-400.000000E-3	236.082077E-3	119.183064E-3	-400.000000E-3
82.683611E-3	4.926634E-3	12.357998E-3	-336.365414E-3	-400.000000E-3	236.084652E-3	119.185448E-3	-400.000000E-3
82.683754E-3	4.953051E-3	12.342882E-3	-336.452532E-3	-400.000000E-3	235.986614E-3	119.093227E-3	-400.000000E-3
82.684422E-3	4.931927E-3	12.299728E-3	-336.515856E-3	-400.000000E-3	235.910082E-3	119.025373E-3	-400.000000E-3
82.683372E-3	4.923964E-3	12.260580E-3	-336.499691E-3	-400.000000E-3	235.909843E-3	119.031429E-3	-400.000000E-3
82.686520E-3	4.928350E-3	12.233353E-3	-336.488581E-3	-400.000000E-3	235.904741E-3	119.032335E-3	-400.000000E-3
82.690191E-3	4.941607E-3	12.236309E-3	-336.461401E-3	-400.000000E-3	235.920572E-3	119.054747E-3	-400.000000E-3
82.690096E-3	4.928875E-3	12.219572E-3	-336.481524E-3	-400.000000E-3	235.890818E-3	119.031668E-3	-400.000000E-3
82.689667E-3	4.915142E-3	12.209940E-3	-336.508846E-3	-400.000000E-3	235.847330E-3	118.991280E-3	-400.000000E-3
82.689905E-3	4.946423E-3	12.230206E-3	-336.486340E-3	-400.000000E-3	235.854197E-3	118.995142E-3	-400.000000E-3
82.689810E-3	4.951620E-3	12.216711E-3	-336.495066E-3	-400.000000E-3	235.833025E-3	118.975306E-3	-400.000000E-3
82.686853E-3	4.938364E-3	12.175703E-3	-336.479759E-3	-400.000000E-3	235.841751E-3	118.982840E-3	-400.000000E-3
82.686281E-3	4.930496E-3	12.140226E-3	-336.513567E-3	-400.000000E-3	235.800171E-3	118.943930E-3	-400.000000E-3
82.688951E-3	4.911947E-3	12.108469E-3	-336.508989E-3	-400.000000E-3	235.792923E-3	118.936968E-3	-400.000000E-3
82.692099E-3	4.892874E-3	12.059498E-3	-336.493778E-3	-400.000000E-3	235.791636E-3	118.932152E-3	-400.000000E-3
82.694387E-3	4.904842E-3	12.051010E-3	-336.489391E-3	-400.000000E-3	235.779095E-3	118.914080E-3	-400.000000E-3
82.692671E-3	4.877710E-3	12.015867E-3	-336.460209E-3	-400.000000E-3	235.806084E-3	118.934298E-3	-400.000000E-3
82.691431E-3	4.906464E-3	12.003708E-3	-336.405325E-3	-400.000000E-3	235.858393E-3	118.986082E-3	-400.000000E-3
82.689571E-3	4.916477E-3	11.992598E-3	-336.404419E-3	-400.000000E-3	235.848570E-3	118.975592E-3	-400.000000E-3
82.690525E-3	4.915380E-3	12.001228E-3	-336.428976E-3	-400.000000E-3	235.819626E-3	118.942451E-3	-400.000000E-3
82.691765E-3	4.862690E-3	11.979818E-3	-336.510038E-3	-400.000000E-3	235.736322E-3	118.857574E-3	-400.000000E-3
82.694387E-3	4.828024E-3	11.963892E-3	-336.589956E-3	-400.000000E-3	235.649967E-3	118.768930E-3	-400.000000E-3
82.694006E-3	4.830217E-3	11.934614E-3	-336.559153E-3	-400.000000E-3	235.668230E-3	118.788290E-3	-400.000000E-3
82.694578E-3	4.860306E-3	11.933517E-3	-336.488008E-3	-400.000000E-3	235.725403E-3	118.839979E-3	-400.000000E-3
82.692814E-3	4.859018E-3	11.940384E-3	-336.462831E-3	-400.000000E-3	235.735083E-3	118.844700E-3	-400.000000E-3
82.692146E-3	4.862881E-3	11.955452E-3	-336.450386E-3	-400.000000E-3	235.732937E-3	118.846035E-3	-400.000000E-3
82.693052E-3	4.848385E-3	11.967039E-3	-336.467361E-3	-400.000000E-3	235.706472E-3	118.819857E-3	-400.000000E-3
82.693768E-3	4.848194E-3	11.997843E-3	-336.443996E-3	-400.000000E-3	235.715055E-3	118.828678E-3	-400.000000E-3
82.694387E-3	4.846001E-3	12.006235E-3	-336.451578E-3	-400.000000E-3	235.691547E-3	118.808794E-3	-400.000000E-3
82.694101E-3	4.858494E-3	11.998558E-3	-336.466980E-3	-400.000000E-3	235.663319E-3	118.782949E-3	-400.000000E-3
82.694340E-3	4.879522E-3	12.005281E-3	-336.443996E-3	-400.000000E-3	235.671282E-3	118.790007E-3	-400.000000E-3
82.693005E-3	4.881096E-3	11.999750E-3	-336.397123E-3	-400.000000E-3	235.701990E-3	118.816996E-3	-400.000000E-3
82.691479E-3	4.868937E-3	11.983061E-3	-336.368895E-3	-400.000000E-3	235.717726E-3	118.833876E-3	-400.000000E-3
82.693005E-3	4.870749E-3	11.987638E-3	-336.363411E-3	-400.000000E-3	235.712719E-3	118.828201E-3	-400.000000E-3
82.694340E-3	4.880953E-3	11.970949E-3	-336.349487E-3	-400.000000E-3	235.712814E-3	118.832350E-3	-400.000000E-3
82.694340E-3	4.908228E-3	11.967468E-3	-336.363983E-3	-400.000000E-3	235.685539E-3	118.806887E-3	-400.000000E-3
82.694244E-3	4.908133E-3	11.960077E-3	-336.343479E-3	-400.000000E-3	235.690975E-3	118.812704E-3	-400.000000E-3
82.696581E-3	4.888773E-3	11.917591E-3	-336.332035E-3	-400.000000E-3	235.686445E-3	118.809605E-3	-400.000000E-3
82.700872E-3	4.894638E-3	11.872149E-3	-336.330843E-3	-400.000000E-3	235.662603E-3	118.794346E-3	-400.000000E-3
82.701159E-3	4.906559E-3	11.856842E-3	-336.337900E-3	-400.000000E-3	235.640335E-3	118.775034E-3	-400.000000E-3
82.699108E-3	4.908037E-3	11.818838E-3	-336.378860E-3	-400.000000E-3	235.591316E-3	118.727112E-3	-400.000000E-3
82.697821E-3	4.913139E-3	11.757565E-3	-336.420107E-3	-400.000000E-3	235.534573E-3	118.670893E-3	-400.000000E-3
82.695293E-3	4.964781E-3	11.706638E-3	-336.465645E-3	-400.000000E-3	235.473537E-3	118.604469E-3	-400.000000E-3
82.694292E-3	5.002165E-3	11.691952E-3	-336.452198E-3	-400.000000E-3	235.475588E-3	118.607807E-3	-400.000000E-3
82.696009E-3	5.004358E-3	11.749792E-3	-336.454344E-3	-400.000000E-3	235.456657E-3	118.588018E-3	-400.000000E-3
82.697058E-3	5.011845E-3	11.866045E-3	-336.407089E-3	-400.000000E-3	235.491371E-3	118.616152E-3	-400.000000E-3
82.696676E-3	5.017805E-3	12.031841E-3	-336.318827E-3	-400.000000E-3	235.570431E-3	118.683958E-3	-400.000000E-3
82.698202E-3	5.074787E-3	12.281084E-3	-336.184931E-3	-400.000000E-3	235.692549E-3	118.805456E-3	-400.000000E-3
82.701588E-3	5.094147E-3	12.559366E-3	-336.016607E-3	-400.000000E-3	235.851002E-3	118.964863E-3	-400.000000E-3
82.703018E-3	5.072498E-3	12.846279E-3	-335.863495E-3	-400.000000E-3	235.991859E-3	119.100046E-3	-400.000000E-3
82.705402E-3	5.095530E-3	13.088179E-3	-335.723639E-3	-400.000000E-3	236.121130E-3	119.228888E-3	-400.000000E-3
82.708216E-3	5.119610E-3	13.246679E-3	-335.624886E-3	-400.000000E-3	236.205482E-3	119.316530E-3	-400.000000E-3
82.709551E-3	5.068159E-3	13.318920E-3	-335.555840E-3	-400.000000E-3	236.259270E-3	119.371367E-3	-400.000000E-3
82.707500E-3	5.021095E-3	13.332558E-3	-335.516500E-3	-400.000000E-3	236.280632E-3	119.397783E-3	-400.000000E-3
82.707691E-3	4.951143E-3	13.176823E-3	-335.562515E-3	-400.000000E-3	236.216354E-3	119.337940E-3	-400.000000E-3
82.708549E-3	4.832220E-3	12.977886E-3	-335.563278E-3	-400.000000E-3	236.194897E-3	119.321251E-3	-400.000000E-3
82.709455E-3	4.690742E-3	12.744617E-3	-335.610485E-3	-400.000000E-3	236.123276E-3	119.255352E-3	-400.000000E-3
82.710791E-3	4.605627E-3	12.546396E-3	-335.688210E-3	-400.000000E-3	236.027813E-3	119.158316E-3	-400.000000E-3
82.709599E-3	4.563761E-3	12.356424E-3	-335.728264E-3	-400.000000E-3	235.973787E-3	119.101572E-3	-400.000000E-3
82.707119E-3	4.562950E-3	12.248564E-3	-335.753489E-3	-400.000000E-3	235.936689E-3	119.059610E-3	-400.000000E-3
82.707691E-3	4.615974E-3	12.231827E-3	-335.801172E-3	-400.000000E-3	235.869455E-3	118.994141E-3	-400.000000E-3
82.709026E-3	4.676628E-3	12.234831E-3	-335.788918E-3	-400.000000E-3	235.866642E-3	118.992853E-3	-400.000000E-3
82.711792E-3	4.744530E-3	12.213516E-3	-335.823584E-3	-400.000000E-3	235.822153E-3	118.948269E-3	-400.000000E-3
82.714748E-3	4.792833E-3	12.125158E-3	-335.863161E-3	-400.000000E-3	235.774422E-3	118.896914E-3	-400.000000E-3
82.711983E-3	4.841709E-3	12.012529E-3	-335.818577E-3	-400.000000E-3	235.806179E-3	118.924570E-3	-400.000000E-3
82.705641E-3	4.894733E-3	11.937428E-3	-335.780287E-3	-400.000000E-3	235.833263E-3	118.952990E-3	-400.000000E-3
82.703400E-3	4.923773E-3	11.876059E-3	-335.819054E-3	-400.000000E-3	235.787821E-3	118.903303E-3	-400.000000E-3
82.699203E-3	4.944754E-3	11.816072E-3	-335.913181E-3	-400.000000E-3	235.685253E-3	118.795824E-3	-400.000000E-3
82.695341E-3	4.951239E-3	11.810303E-3	-335.966206E-3	-400.000000E-3	235.619974E-3	118.726015E-3	-400.000000E-3
82.694149E-3	4.931450E-3	11.803293E-3	-335.997057E-3	-400.000000E-3	235.578728E-3	118.684483E-3	-400.000000E-3
82.694769E-3	4.913235E-3	11.812735E-3	-336.040688E-3	-400.000000E-3	235.525703E-3	118.627262E-3	-400.000000E-3
82.693148E-3	4.903507E-3	11.829281E-3	-336.015940E-3	-400.000000E-3	235.537195E-3	118.643141E-3	-400.000000E-3
82.691908E-3	4.889297E-3	11.853981E-3	-336.014080E-3	-400.000000E-3	235.515976E-3	118.630123E-3	-400.000000E-3
82.689285E-3	4.890728E-3	11.877632E-3	-335.997677E-3	-400.000000E-3	235.512495E-3	118.628693E-3	-400.000000E-3
82.685804E-3	4.878759E-3	11.863184E-3	-335.979033E-3	-400.000000E-3	235.514975E-3	118.629742E-3	-400.000000E-3
82.682276E-3	4.869556E-3	11.847878E-3	-335.975599E-3	-400.000000E-3	235.498714E-3	118.614578E-3	-400.000000E-3
82.680750E-3	4.869747E-3	11.843777E-3	-335.975981E-3	-400.000000E-3	235.486889E-3	118.606377E-3	-400.000000E-3
82.678843E-3	4.882050E-3	11.844492E-3	-335.959625E-3	-400.000000E-3	235.493231E-3	118.610907E-3	-400.000000E-3
82.677412E-3	4.881382E-3	11.845970E-3	-335.910606E-3	-400.000000E-3	235.525274E-3	118.643236E-3	-400.000000E-3
82.675695E-3	4.872417E-3	11.846685E-3	-335.855198E-3	-400.000000E-3	235.567713E-3	118.688059E-3	-400.000000E-3
82.676554E-3	4.873085E-3	11.859560E-3	-335.847425E-3	-400.000000E-3	235.565376E-3	118.685198E-3	-400.000000E-3
82.676411E-3	4.880714E-3	11.890125E-3	-335.877275E-3	-400.000000E-3	235.520506E-3	118.639803E-3	-400.000000E-3
82.673693E-3	4.883432E-3	11.890078E-3	-335.888958E-3	-400.000000E-3	235.487795E-3	118.613434E-3	-400.000000E-3
82.674313E-3	4.893637E-3	11.896133E-3	-335.926580E-3	-400.000000E-3	235.435724E-3	118.562651E-3	-400.000000E-3
82.676554E-3	4.893112E-3	11.904430E-3	-335.929489E-3	-400.000000E-3	235.424328E-3	118.544531E-3	-400.000000E-3
82.679462E-3	4.887629E-3	11.888075E-3	-335.878420E-3	-400.000000E-3	235.467482E-3	118.581915E-3	-400.000000E-3
82.681274E-3	4.892349E-3	11.876392E-3	-335.833740E-3	-400.000000E-3	235.495758E-3	118.618155E-3	-400.000000E-3
