Record #:  1
Notes :
gain 6 zorye running

12/11/20259:37:55 pm
Volts Data

CH1	CH2	CH3	CH4	CH5	CH6	CH7	CH8	
84.463072E-3	5.276585E-3	11.765575E-3	-365.601206E-3	-400.000000E-3	222.585106E-3	106.058025E-3	-400.000000E-3
84.461737E-3	5.277824E-3	11.770058E-3	-365.595531E-3	-400.000000E-3	222.590160E-3	106.068277E-3	-400.000000E-3
84.462309E-3	5.265570E-3	11.773443E-3	-365.590382E-3	-400.000000E-3	222.599173E-3	106.070662E-3	-400.000000E-3
84.459686E-3	5.270243E-3	11.791658E-3	-365.566874E-3	-400.000000E-3	222.625780E-3	106.092882E-3	-400.000000E-3
84.456253E-3	5.292225E-3	11.823320E-3	-365.567541E-3	-400.000000E-3	222.626734E-3	106.087780E-3	-400.000000E-3
84.454393E-3	5.316401E-3	11.858511E-3	-365.558243E-3	-400.000000E-3	222.633600E-3	106.088305E-3	-400.000000E-3
84.456253E-3	5.320263E-3	11.876869E-3	-365.533400E-3	-400.000000E-3	222.654915E-3	106.106663E-3	-400.000000E-3
84.456158E-3	5.331230E-3	11.902094E-3	-365.530396E-3	-400.000000E-3	222.656631E-3	106.101179E-3	-400.000000E-3
84.457350E-3	5.352926E-3	11.930799E-3	-365.535927E-3	-400.000000E-3	222.653913E-3	106.091595E-3	-400.000000E-3
84.458017E-3	5.363131E-3	11.953688E-3	-365.524006E-3	-400.000000E-3	222.668362E-3	106.097031E-3	-400.000000E-3
84.457445E-3	5.363512E-3	11.951971E-3	-365.505314E-3	-400.000000E-3	222.688389E-3	106.109381E-3	-400.000000E-3
84.457684E-3	5.372238E-3	11.976671E-3	-365.481043E-3	-400.000000E-3	222.718668E-3	106.139755E-3	-400.000000E-3
84.457064E-3	5.386257E-3	12.010765E-3	-365.475893E-3	-400.000000E-3	222.727633E-3	106.150198E-3	-400.000000E-3
84.455824E-3	5.378962E-3	12.032795E-3	-365.449715E-3	-400.000000E-3	222.753191E-3	106.177711E-3	-400.000000E-3
84.456968E-3	5.376625E-3	12.038755E-3	-365.428305E-3	-400.000000E-3	222.773600E-3	106.199265E-3	-400.000000E-3
84.457731E-3	5.372381E-3	12.052917E-3	-365.433884E-3	-400.000000E-3	222.770691E-3	106.190109E-3	-400.000000E-3
84.457731E-3	5.386066E-3	12.076473E-3	-365.419960E-3	-400.000000E-3	222.787142E-3	106.197786E-3	-400.000000E-3
84.456682E-3	5.385017E-3	12.087107E-3	-365.407658E-3	-400.000000E-3	222.799492E-3	106.207180E-3	-400.000000E-3
84.457254E-3	5.384254E-3	12.108135E-3	-365.389776E-3	-400.000000E-3	222.817183E-3	106.221867E-3	-400.000000E-3
84.457827E-3	5.404615E-3	12.127542E-3	-365.392685E-3	-400.000000E-3	222.810411E-3	106.212473E-3	-400.000000E-3
84.457064E-3	5.395842E-3	12.136745E-3	-365.401602E-3	-400.000000E-3	222.793674E-3	106.197309E-3	-400.000000E-3
84.456348E-3	5.377102E-3	12.122536E-3	-365.367746E-3	-400.000000E-3	222.816658E-3	106.226635E-3	-400.000000E-3
84.456301E-3	5.380678E-3	12.135172E-3	-365.331364E-3	-400.000000E-3	222.855091E-3	106.262398E-3	-400.000000E-3
84.453440E-3	5.391502E-3	12.156630E-3	-365.323734E-3	-400.000000E-3	222.859049E-3	106.267309E-3	-400.000000E-3
84.450054E-3	5.394745E-3	12.178469E-3	-365.324545E-3	-400.000000E-3	222.851944E-3	106.263161E-3	-400.000000E-3
84.446001E-3	5.380774E-3	12.209797E-3	-365.337324E-3	-400.000000E-3	222.835207E-3	106.242228E-3	-400.000000E-3
84.441471E-3	5.376625E-3	12.223673E-3	-365.304375E-3	-400.000000E-3	222.866440E-3	106.266975E-3	-400.000000E-3
84.440279E-3	5.376720E-3	12.214231E-3	-365.284014E-3	-400.000000E-3	222.884178E-3	106.287003E-3	-400.000000E-3
84.439850E-3	5.369139E-3	12.190390E-3	-365.255976E-3	-400.000000E-3	222.903967E-3	106.314039E-3	-400.000000E-3
84.438133E-3	5.375528E-3	12.183619E-3	-365.226173E-3	-400.000000E-3	222.930956E-3	106.339884E-3	-400.000000E-3
84.438372E-3	5.364370E-3	12.174082E-3	-365.212107E-3	-400.000000E-3	222.941208E-3	106.354523E-3	-400.000000E-3
84.439564E-3	5.350876E-3	12.148094E-3	-365.206480E-3	-400.000000E-3	222.944164E-3	106.360626E-3	-400.000000E-3
84.439707E-3	5.360413E-3	12.144566E-3	-365.191984E-3	-400.000000E-3	222.950983E-3	106.372881E-3	-400.000000E-3
84.439182E-3	5.373669E-3	12.157297E-3	-365.189362E-3	-400.000000E-3	222.946024E-3	106.372261E-3	-400.000000E-3
84.436560E-3	5.371284E-3	12.154198E-3	-365.194750E-3	-400.000000E-3	222.934055E-3	106.368971E-3	-400.000000E-3
84.434271E-3	5.357552E-3	12.142754E-3	-365.185547E-3	-400.000000E-3	222.938824E-3	106.382370E-3	-400.000000E-3
84.432364E-3	5.334568E-3	12.105274E-3	-365.202236E-3	-400.000000E-3	222.920704E-3	106.365347E-3	-400.000000E-3
84.429693E-3	5.353880E-3	12.124586E-3	-365.200472E-3	-400.000000E-3	222.912931E-3	106.355906E-3	-400.000000E-3
84.432697E-3	5.370569E-3	12.135029E-3	-365.208769E-3	-400.000000E-3	222.898340E-3	106.342173E-3	-400.000000E-3
84.435701E-3	5.353022E-3	12.137651E-3	-365.207052E-3	-400.000000E-3	222.895527E-3	106.340313E-3	-400.000000E-3
84.438133E-3	5.330801E-3	12.136745E-3	-365.163565E-3	-400.000000E-3	222.933340E-3	106.376219E-3	-400.000000E-3
84.439087E-3	5.334711E-3	12.130404E-3	-365.128756E-3	-400.000000E-3	222.962761E-3	106.405544E-3	-400.000000E-3
84.438372E-3	5.313587E-3	12.096786E-3	-365.119696E-3	-400.000000E-3	222.963858E-3	106.407452E-3	-400.000000E-3
84.438610E-3	5.290270E-3	12.087774E-3	-365.114689E-3	-400.000000E-3	222.960186E-3	106.405449E-3	-400.000000E-3
84.438562E-3	5.288219E-3	12.073135E-3	-365.125608E-3	-400.000000E-3	222.941589E-3	106.390381E-3	-400.000000E-3
84.436464E-3	5.294466E-3	12.089539E-3	-365.120125E-3	-400.000000E-3	222.941780E-3	106.391382E-3	-400.000000E-3
84.436941E-3	5.304861E-3	12.095976E-3	-365.111780E-3	-400.000000E-3	222.943306E-3	106.390524E-3	-400.000000E-3
84.437513E-3	5.284500E-3	12.083340E-3	-365.094090E-3	-400.000000E-3	222.953463E-3	106.405973E-3	-400.000000E-3
84.437323E-3	5.269957E-3	12.060833E-3	-365.087318E-3	-400.000000E-3	222.958612E-3	106.409025E-3	-400.000000E-3
84.436560E-3	5.272675E-3	12.039232E-3	-365.099621E-3	-400.000000E-3	222.938251E-3	106.388950E-3	-400.000000E-3
84.435129E-3	5.273342E-3	12.029791E-3	-365.117216E-3	-400.000000E-3	222.919607E-3	106.370163E-3	-400.000000E-3
84.432888E-3	5.271149E-3	12.022495E-3	-365.105677E-3	-400.000000E-3	222.928905E-3	106.375885E-3	-400.000000E-3
84.429598E-3	5.253744E-3	12.006903E-3	-365.096855E-3	-400.000000E-3	222.929287E-3	106.380749E-3	-400.000000E-3
84.427023E-3	5.232048E-3	12.008476E-3	-365.069962E-3	-400.000000E-3	222.948503E-3	106.404305E-3	-400.000000E-3
84.424543E-3	5.236530E-3	12.004185E-3	-365.089655E-3	-400.000000E-3	222.923088E-3	106.384420E-3	-400.000000E-3
84.423447E-3	5.256701E-3	12.000036E-3	-365.093899E-3	-400.000000E-3	222.911501E-3	106.372499E-3	-400.000000E-3
84.422302E-3	5.244875E-3	11.992884E-3	-365.072823E-3	-400.000000E-3	222.921610E-3	106.381607E-3	-400.000000E-3
84.422445E-3	5.252838E-3	11.982203E-3	-365.085411E-3	-400.000000E-3	222.898293E-3	106.358576E-3	-400.000000E-3
84.423923E-3	5.264473E-3	11.996651E-3	-365.068388E-3	-400.000000E-3	222.906160E-3	106.373215E-3	-400.000000E-3
84.423733E-3	5.264235E-3	12.014914E-3	-365.051556E-3	-400.000000E-3	222.914124E-3	106.384230E-3	-400.000000E-3
84.420490E-3	5.258989E-3	12.023020E-3	-365.031528E-3	-400.000000E-3	222.930241E-3	106.393099E-3	-400.000000E-3
84.419775E-3	5.247688E-3	12.023830E-3	-365.006971E-3	-400.000000E-3	222.947454E-3	106.406832E-3	-400.000000E-3
84.420967E-3	5.232477E-3	12.010336E-3	-364.969683E-3	-400.000000E-3	222.974014E-3	106.433535E-3	-400.000000E-3
84.425163E-3	5.200100E-3	11.973143E-3	-364.944172E-3	-400.000000E-3	222.993517E-3	106.452322E-3	-400.000000E-3
84.427404E-3	5.204153E-3	11.987638E-3	-364.928770E-3	-400.000000E-3	223.000669E-3	106.459570E-3	-400.000000E-3
84.426928E-3	5.199099E-3	11.991739E-3	-364.913273E-3	-400.000000E-3	223.009539E-3	106.472445E-3	-400.000000E-3
84.425879E-3	5.187321E-3	11.983919E-3	-364.901829E-3	-400.000000E-3	223.013687E-3	106.478167E-3	-400.000000E-3
84.423971E-3	5.177879E-3	11.968994E-3	-364.911318E-3	-400.000000E-3	222.999477E-3	106.458378E-3	-400.000000E-3
84.422398E-3	5.201530E-3	11.979246E-3	-364.919424E-3	-400.000000E-3	222.980690E-3	106.437922E-3	-400.000000E-3
84.420586E-3	5.191326E-3	11.987400E-3	-364.917612E-3	-400.000000E-3	222.971678E-3	106.430149E-3	-400.000000E-3
84.415436E-3	5.197668E-3	12.008810E-3	-364.890003E-3	-400.000000E-3	222.992373E-3	106.454563E-3	-400.000000E-3
84.414148E-3	5.211401E-3	12.013245E-3	-364.862633E-3	-400.000000E-3	223.015738E-3	106.474924E-3	-400.000000E-3
84.411144E-3	5.200815E-3	12.004423E-3	-364.828777E-3	-400.000000E-3	223.047876E-3	106.499577E-3	-400.000000E-3
84.410095E-3	5.201149E-3	12.019110E-3	-364.813566E-3	-400.000000E-3	223.058033E-3	106.512117E-3	-400.000000E-3
84.410095E-3	5.196095E-3	12.052822E-3	-364.801407E-3	-400.000000E-3	223.063278E-3	106.523180E-3	-400.000000E-3
84.408522E-3	5.174780E-3	12.062120E-3	-364.798594E-3	-400.000000E-3	223.065186E-3	106.526327E-3	-400.000000E-3
84.406137E-3	5.160236E-3	12.032413E-3	-364.770985E-3	-400.000000E-3	223.089266E-3	106.550455E-3	-400.000000E-3
84.406567E-3	5.150127E-3	12.004662E-3	-364.759302E-3	-400.000000E-3	223.087358E-3	106.552267E-3	-400.000000E-3
84.407234E-3	5.144262E-3	11.999798E-3	-364.777946E-3	-400.000000E-3	223.048496E-3	106.519508E-3	-400.000000E-3
84.405804E-3	5.147600E-3	12.003469E-3	-364.751911E-3	-400.000000E-3	223.059082E-3	106.531477E-3	-400.000000E-3
84.402704E-3	5.162191E-3	11.999035E-3	-364.716434E-3	-400.000000E-3	223.082447E-3	106.560087E-3	-400.000000E-3
84.401369E-3	5.172920E-3	11.982012E-3	-364.726734E-3	-400.000000E-3	223.060083E-3	106.545925E-3	-400.000000E-3
84.400654E-3	5.153131E-3	11.931324E-3	-364.753389E-3	-400.000000E-3	223.015356E-3	106.502199E-3	-400.000000E-3
84.397936E-3	5.170727E-3	11.902809E-3	-364.762020E-3	-400.000000E-3	222.997046E-3	106.479454E-3	-400.000000E-3
84.397125E-3	5.173397E-3	11.899948E-3	-364.746284E-3	-400.000000E-3	223.007584E-3	106.485271E-3	-400.000000E-3
84.398508E-3	5.170298E-3	11.860752E-3	-364.721775E-3	-400.000000E-3	223.020458E-3	106.495810E-3	-400.000000E-3
84.398699E-3	5.186939E-3	11.823797E-3	-364.700699E-3	-400.000000E-3	223.030138E-3	106.507206E-3	-400.000000E-3
84.397221E-3	5.169725E-3	11.794758E-3	-364.720917E-3	-400.000000E-3	223.005915E-3	106.485510E-3	-400.000000E-3
84.396315E-3	5.186510E-3	11.804104E-3	-364.740896E-3	-400.000000E-3	222.979116E-3	106.459570E-3	-400.000000E-3
84.396029E-3	5.177259E-3	11.779737E-3	-364.744139E-3	-400.000000E-3	222.973251E-3	106.447363E-3	-400.000000E-3
84.395313E-3	5.176449E-3	11.777353E-3	-364.757967E-3	-400.000000E-3	222.955751E-3	106.424570E-3	-400.000000E-3
84.397697E-3	5.172062E-3	11.765194E-3	-364.785051E-3	-400.000000E-3	222.920704E-3	106.384182E-3	-400.000000E-3
84.399462E-3	5.156326E-3	11.750841E-3	-364.815426E-3	-400.000000E-3	222.885084E-3	106.340790E-3	-400.000000E-3
84.400845E-3	5.115366E-3	11.712456E-3	-364.837551E-3	-400.000000E-3	222.847462E-3	106.305456E-3	-400.000000E-3
84.402466E-3	5.109119E-3	11.709261E-3	-364.816380E-3	-400.000000E-3	222.857761E-3	106.314182E-3	-400.000000E-3
84.401703E-3	5.126762E-3	11.713409E-3	-364.754534E-3	-400.000000E-3	222.914934E-3	106.367064E-3	-400.000000E-3
84.400129E-3	5.132198E-3	11.703777E-3	-364.745808E-3	-400.000000E-3	222.917175E-3	106.366491E-3	-400.000000E-3
84.400082E-3	5.123425E-3	11.686993E-3	-364.740992E-3	-400.000000E-3	222.914171E-3	106.358862E-3	-400.000000E-3
84.400463E-3	5.107594E-3	11.666346E-3	-364.749432E-3	-400.000000E-3	222.897768E-3	106.336975E-3	-400.000000E-3
84.397507E-3	5.111504E-3	11.646461E-3	-364.752913E-3	-400.000000E-3	222.881746E-3	106.316376E-3	-400.000000E-3
84.393644E-3	5.103827E-3	11.637878E-3	-364.740705E-3	-400.000000E-3	222.880554E-3	106.319809E-3	-400.000000E-3
84.389734E-3	5.108118E-3	11.665630E-3	-364.726162E-3	-400.000000E-3	222.886562E-3	106.331539E-3	-400.000000E-3
84.389257E-3	5.114174E-3	11.683130E-3	-364.729071E-3	-400.000000E-3	222.871971E-3	106.316853E-3	-400.000000E-3
84.391308E-3	5.114222E-3	11.663151E-3	-364.693737E-3	-400.000000E-3	222.891760E-3	106.339836E-3	-400.000000E-3
84.390259E-3	5.111504E-3	11.670732E-3	-364.629650E-3	-400.000000E-3	222.940350E-3	106.391430E-3	-400.000000E-3
84.389210E-3	5.095291E-3	11.677980E-3	-364.611816E-3	-400.000000E-3	222.941732E-3	106.395769E-3	-400.000000E-3
84.388733E-3	5.094385E-3	11.691809E-3	-364.613056E-3	-400.000000E-3	222.929382E-3	106.384373E-3	-400.000000E-3
84.390593E-3	5.112839E-3	11.700201E-3	-364.636183E-3	-400.000000E-3	222.900581E-3	106.353903E-3	-400.000000E-3
84.392691E-3	5.105400E-3	11.671066E-3	-364.640760E-3	-400.000000E-3	222.889090E-3	106.338787E-3	-400.000000E-3
84.393311E-3	5.096197E-3	11.640930E-3	-364.626741E-3	-400.000000E-3	222.893572E-3	106.340885E-3	-400.000000E-3
84.393501E-3	5.094004E-3	11.614180E-3	-364.614820E-3	-400.000000E-3	222.888374E-3	106.336260E-3	-400.000000E-3
84.395313E-3	5.100632E-3	11.577511E-3	-364.627647E-3	-400.000000E-3	222.860479E-3	106.303930E-3	-400.000000E-3
84.394598E-3	5.099773E-3	11.560106E-3	-364.608002E-3	-400.000000E-3	222.861195E-3	106.305790E-3	-400.000000E-3
84.392691E-3	5.088377E-3	11.524725E-3	-364.618015E-3	-400.000000E-3	222.830200E-3	106.274080E-3	-400.000000E-3
84.393215E-3	5.126143E-3	11.498213E-3	-364.636517E-3	-400.000000E-3	222.800589E-3	106.238842E-3	-400.000000E-3
84.391117E-3	5.145121E-3	11.473322E-3	-364.612770E-3	-400.000000E-3	222.821093E-3	106.258297E-3	-400.000000E-3
84.388781E-3	5.113220E-3	11.428165E-3	-364.604568E-3	-400.000000E-3	222.825766E-3	106.262922E-3	-400.000000E-3
84.388924E-3	5.141401E-3	11.380434E-3	-364.598083E-3	-400.000000E-3	222.834873E-3	106.270313E-3	-400.000000E-3
84.388876E-3	5.168390E-3	11.307049E-3	-364.622211E-3	-400.000000E-3	222.819090E-3	106.247711E-3	-400.000000E-3
84.387445E-3	5.172968E-3	11.224031E-3	-364.652681E-3	-400.000000E-3	222.791100E-3	106.216049E-3	-400.000000E-3
84.386873E-3	5.216646E-3	11.220837E-3	-364.665937E-3	-400.000000E-3	222.784376E-3	106.205559E-3	-400.000000E-3
84.387541E-3	5.216169E-3	11.313200E-3	-364.685631E-3	-400.000000E-3	222.765112E-3	106.187630E-3	-400.000000E-3
84.386492E-3	5.226803E-3	11.450386E-3	-364.633846E-3	-400.000000E-3	222.815275E-3	106.238174E-3	-400.000000E-3
84.386969E-3	5.240202E-3	11.584902E-3	-364.572954E-3	-400.000000E-3	222.865725E-3	106.289577E-3	-400.000000E-3
84.389019E-3	5.284834E-3	11.811733E-3	-364.470339E-3	-400.000000E-3	222.958899E-3	106.383133E-3	-400.000000E-3
84.390211E-3	5.319071E-3	12.082005E-3	-364.358711E-3	-400.000000E-3	223.063898E-3	106.486034E-3	-400.000000E-3
84.390545E-3	5.326128E-3	12.357950E-3	-364.198256E-3	-400.000000E-3	223.214769E-3	106.638241E-3	-400.000000E-3
84.392929E-3	5.333138E-3	12.606096E-3	-364.042568E-3	-400.000000E-3	223.366404E-3	106.786251E-3	-400.000000E-3
84.395885E-3	5.350637E-3	12.812185E-3	-363.898802E-3	-400.000000E-3	223.499441E-3	106.919813E-3	-400.000000E-3
84.398222E-3	5.323696E-3	12.965250E-3	-363.744593E-3	-400.000000E-3	223.641062E-3	107.063055E-3	-400.000000E-3
84.399176E-3	5.270958E-3	13.015604E-3	-363.638210E-3	-400.000000E-3	223.734522E-3	107.157803E-3	-400.000000E-3
84.399891E-3	5.199194E-3	12.858534E-3	-363.652945E-3	-400.000000E-3	223.713589E-3	107.133436E-3	-400.000000E-3
84.399986E-3	5.100489E-3	12.610006E-3	-363.710833E-3	-400.000000E-3	223.652983E-3	107.072067E-3	-400.000000E-3
84.401894E-3	4.999542E-3	12.350941E-3	-363.745451E-3	-400.000000E-3	223.611736E-3	107.023239E-3	-400.000000E-3
84.401321E-3	4.927063E-3	12.175941E-3	-363.763380E-3	-400.000000E-3	223.586464E-3	106.992912E-3	-400.000000E-3
84.398937E-3	4.848480E-3	12.027979E-3	-363.806200E-3	-400.000000E-3	223.534775E-3	106.945229E-3	-400.000000E-3
84.401512E-3	4.826212E-3	11.911631E-3	-363.845396E-3	-400.000000E-3	223.481083E-3	106.896687E-3	-400.000000E-3
84.400940E-3	4.844332E-3	11.841202E-3	-363.889694E-3	-400.000000E-3	223.425055E-3	106.845331E-3	-400.000000E-3
84.398413E-3	4.896832E-3	11.816931E-3	-363.907290E-3	-400.000000E-3	223.397112E-3	106.815386E-3	-400.000000E-3
84.398031E-3	4.972601E-3	11.806774E-3	-363.921213E-3	-400.000000E-3	223.372269E-3	106.781149E-3	-400.000000E-3
84.398413E-3	5.039930E-3	11.778164E-3	-363.942671E-3	-400.000000E-3	223.342609E-3	106.742907E-3	-400.000000E-3
84.398937E-3	5.095196E-3	11.707211E-3	-364.005899E-3	-400.000000E-3	223.268127E-3	106.665897E-3	-400.000000E-3
84.401798E-3	5.132771E-3	11.629725E-3	-364.073038E-3	-400.000000E-3	223.188114E-3	106.588888E-3	-400.000000E-3
84.402370E-3	5.149412E-3	11.550570E-3	-364.108372E-3	-400.000000E-3	223.134804E-3	106.540585E-3	-400.000000E-3
84.403467E-3	5.174065E-3	11.492062E-3	-364.149761E-3	-400.000000E-3	223.080063E-3	106.478500E-3	-400.000000E-3
84.399462E-3	5.186558E-3	11.455679E-3	-364.172173E-3	-400.000000E-3	223.044538E-3	106.433916E-3	-400.000000E-3
84.396076E-3	5.184078E-3	11.466312E-3	-364.163971E-3	-400.000000E-3	223.038673E-3	106.429672E-3	-400.000000E-3
84.395599E-3	5.174208E-3	11.504126E-3	-364.184141E-3	-400.000000E-3	223.002481E-3	106.396151E-3	-400.000000E-3
84.394360E-3	5.155849E-3	11.532545E-3	-364.220476E-3	-400.000000E-3	222.957993E-3	106.347466E-3	-400.000000E-3
84.392214E-3	5.145597E-3	11.535549E-3	-364.217806E-3	-400.000000E-3	222.946215E-3	106.334162E-3	-400.000000E-3
84.390306E-3	5.132580E-3	11.528397E-3	-364.176846E-3	-400.000000E-3	222.973728E-3	106.355190E-3	-400.000000E-3
84.392262E-3	5.135107E-3	11.543512E-3	-364.146662E-3	-400.000000E-3	222.991753E-3	106.368256E-3	-400.000000E-3
84.395218E-3	5.142832E-3	11.550331E-3	-364.143372E-3	-400.000000E-3	222.982788E-3	106.354189E-3	-400.000000E-3
84.397650E-3	5.136776E-3	11.539125E-3	-364.144993E-3	-400.000000E-3	222.967529E-3	106.336546E-3	-400.000000E-3
84.401035E-3	5.139637E-3	11.536837E-3	-364.152431E-3	-400.000000E-3	222.957420E-3	106.322336E-3	-400.000000E-3
84.400845E-3	5.135918E-3	11.522484E-3	-364.191151E-3	-400.000000E-3	222.924519E-3	106.285381E-3	-400.000000E-3
84.398556E-3	5.146313E-3	11.514902E-3	-364.231777E-3	-400.000000E-3	222.889423E-3	106.242561E-3	-400.000000E-3
84.394789E-3	5.141354E-3	11.485004E-3	-364.269495E-3	-400.000000E-3	222.855425E-3	106.200743E-3	-400.000000E-3
84.391689E-3	5.146646E-3	11.492157E-3	-364.317751E-3	-400.000000E-3	222.800684E-3	106.144381E-3	-400.000000E-3
84.387350E-3	5.150986E-3	11.523533E-3	-364.370060E-3	-400.000000E-3	222.739410E-3	106.079292E-3	-400.000000E-3
84.384441E-3	5.150747E-3	11.586905E-3	-364.409018E-3	-400.000000E-3	222.681189E-3	106.020355E-3	-400.000000E-3
84.386253E-3	5.142021E-3	11.598158E-3	-364.441204E-3	-400.000000E-3	222.628355E-3	105.964851E-3	-400.000000E-3
84.385777E-3	5.140257E-3	11.571121E-3	-364.486313E-3	-400.000000E-3	222.568226E-3	105.892515E-3	-400.000000E-3
84.384394E-3	5.139017E-3	11.533642E-3	-364.558935E-3	-400.000000E-3	222.481155E-3	105.795145E-3	-400.000000E-3
84.382963E-3	5.150175E-3	11.542606E-3	-364.619923E-3	-400.000000E-3	222.403336E-3	105.710936E-3	-400.000000E-3
84.380293E-3	5.158234E-3	11.571455E-3	-364.644814E-3	-400.000000E-3	222.356939E-3	105.660105E-3	-400.000000E-3
84.377003E-3	5.164814E-3	11.585665E-3	-364.657068E-3	-400.000000E-3	222.333479E-3	105.629921E-3	-400.000000E-3
84.377909E-3	5.167294E-3	11.623764E-3	-364.665031E-3	-400.000000E-3	222.321463E-3	105.613232E-3	-400.000000E-3
84.377432E-3	5.169630E-3	11.653805E-3	-364.660311E-3	-400.000000E-3	222.317553E-3	105.601120E-3	-400.000000E-3
84.374237E-3	5.183315E-3	11.664295E-3	-364.631128E-3	-400.000000E-3	222.335434E-3	105.618286E-3	-400.000000E-3
84.374285E-3	5.185843E-3	11.662674E-3	-364.626598E-3	-400.000000E-3	222.325802E-3	105.610800E-3	-400.000000E-3
84.375429E-3	5.186462E-3	11.667871E-3	-364.628506E-3	-400.000000E-3	222.322941E-3	105.606747E-3	-400.000000E-3
84.374142E-3	5.196524E-3	11.652517E-3	-364.610815E-3	-400.000000E-3	222.334385E-3	105.622435E-3	-400.000000E-3
84.372139E-3	5.199051E-3	11.641598E-3	-364.579630E-3	-400.000000E-3	222.361040E-3	105.642509E-3	-400.000000E-3
84.372902E-3	5.196285E-3	11.648989E-3	-364.577007E-3	-400.000000E-3	222.363710E-3	105.634403E-3	-400.000000E-3
84.374571E-3	5.194378E-3	11.651182E-3	-364.595127E-3	-400.000000E-3	222.341251E-3	105.613089E-3	-400.000000E-3
84.375048E-3	5.193377E-3	11.658192E-3	-364.590263E-3	-400.000000E-3	222.342014E-3	105.612469E-3	-400.000000E-3
84.376383E-3	5.193520E-3	11.650467E-3	-364.552307E-3	-400.000000E-3	222.378206E-3	105.647278E-3	-400.000000E-3
84.377241E-3	5.202723E-3	11.651182E-3	-364.495087E-3	-400.000000E-3	222.429180E-3	105.691004E-3	-400.000000E-3
84.376431E-3	5.207586E-3	11.635971E-3	-364.515829E-3	-400.000000E-3	222.395229E-3	105.655289E-3	-400.000000E-3
84.375334E-3	5.208015E-3	11.627579E-3	-364.542913E-3	-400.000000E-3	222.356987E-3	105.618429E-3	-400.000000E-3
84.375572E-3	5.219746E-3	11.664295E-3	-364.535189E-3	-400.000000E-3	222.361422E-3	105.616522E-3	-400.000000E-3
84.376478E-3	5.222988E-3	11.680746E-3	-364.553881E-3	-400.000000E-3	222.348452E-3	105.593443E-3	-400.000000E-3
84.379482E-3	5.242491E-3	11.710358E-3	-364.594841E-3	-400.000000E-3	222.305012E-3	105.542517E-3	-400.000000E-3
84.380770E-3	5.257607E-3	11.771536E-3	-364.554024E-3	-400.000000E-3	222.341681E-3	105.568361E-3	-400.000000E-3
84.382057E-3	5.252647E-3	11.791182E-3	-364.530134E-3	-400.000000E-3	222.366905E-3	105.580521E-3	-400.000000E-3
84.380722E-3	5.244207E-3	11.771584E-3	-364.490557E-3	-400.000000E-3	222.408962E-3	105.614567E-3	-400.000000E-3
84.380198E-3	5.250263E-3	11.775255E-3	-364.492798E-3	-400.000000E-3	222.403812E-3	105.606031E-3	-400.000000E-3
84.379339E-3	5.259180E-3	11.791897E-3	-364.473438E-3	-400.000000E-3	222.420931E-3	105.623055E-3	-400.000000E-3
84.375906E-3	5.274773E-3	11.802101E-3	-364.410830E-3	-400.000000E-3	222.481394E-3	105.680752E-3	-400.000000E-3
84.374237E-3	5.284977E-3	11.819029E-3	-364.377356E-3	-400.000000E-3	222.517204E-3	105.716515E-3	-400.000000E-3
84.374809E-3	5.305290E-3	11.846209E-3	-364.362144E-3	-400.000000E-3	222.539854E-3	105.735207E-3	-400.000000E-3
84.375668E-3	5.318975E-3	11.869049E-3	-364.349890E-3	-400.000000E-3	222.560978E-3	105.746555E-3	-400.000000E-3
84.376383E-3	5.335951E-3	11.916256E-3	-364.302349E-3	-400.000000E-3	222.609711E-3	105.788326E-3	-400.000000E-3
84.376097E-3	5.355644E-3	11.954355E-3	-364.245844E-3	-400.000000E-3	222.664833E-3	105.839539E-3	-400.000000E-3
84.376621E-3	5.354691E-3	11.970282E-3	-364.234400E-3	-400.000000E-3	222.681522E-3	105.851364E-3	-400.000000E-3
84.375429E-3	5.358648E-3	12.005758E-3	-364.242172E-3	-400.000000E-3	222.675085E-3	105.842733E-3	-400.000000E-3
84.375525E-3	5.360508E-3	12.039709E-3	-364.216614E-3	-400.000000E-3	222.701168E-3	105.864477E-3	-400.000000E-3
84.375286E-3	5.366468E-3	12.045193E-3	-364.200830E-3	-400.000000E-3	222.716045E-3	105.876493E-3	-400.000000E-3
84.375763E-3	5.371761E-3	12.045717E-3	-364.213753E-3	-400.000000E-3	222.703123E-3	105.858374E-3	-400.000000E-3
84.376764E-3	5.368185E-3	12.068796E-3	-364.204216E-3	-400.000000E-3	222.711563E-3	105.864096E-3	-400.000000E-3
84.376621E-3	5.367470E-3	12.081671E-3	-364.232254E-3	-400.000000E-3	222.677708E-3	105.825996E-3	-400.000000E-3
84.375095E-3	5.367661E-3	12.098265E-3	-364.230585E-3	-400.000000E-3	222.672415E-3	105.816221E-3	-400.000000E-3
84.373713E-3	5.365562E-3	12.113905E-3	-364.209270E-3	-400.000000E-3	222.687626E-3	105.833435E-3	-400.000000E-3
84.374857E-3	5.365562E-3	12.110853E-3	-364.198685E-3	-400.000000E-3	222.692537E-3	105.837727E-3	-400.000000E-3
84.376478E-3	5.368280E-3	12.108898E-3	-364.218664E-3	-400.000000E-3	222.665691E-3	105.805683E-3	-400.000000E-3
84.377432E-3	5.376720E-3	12.120962E-3	-364.261246E-3	-400.000000E-3	222.616720E-3	105.747890E-3	-400.000000E-3
